emp_cont,sex,age,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 
TOTAL,F,Y15-24,PC_EMP,FR	5 	6 	5 	5 	5 	5 	6 
TOTAL,F,Y15-24,PC_EMP,HR	4 	10 	6 	6 	4 	8 	: 
TOTAL,F,Y15-24,PC_EMP,HU	2 	1 	2 	2 	3 	3 	2 
TOTAL,F,Y15-24,PC_EMP,IE	2 	2 	2 	2 	3 	3 	3 
TOTAL,F,Y15-24,PC_EMP,IT	5 	6 	5 	5 	6 	4 	4 
TOTAL,F,Y15-24,PC_EMP,LT	: 	: 	: 	3 	1 	2 	: 
TOTAL,F,Y15-24,PC_EMP,LV	: 	: 	: 	4 	: 	7 	3 
TOTAL,F,Y15-24,PC_EMP,MK	: 	5 	7 	6 	5 	8 	5 
TOTAL,F,Y15-24,PC_EMP,NL	2 	2 	3 	2 	3 	2 	2 
TOTAL,F,Y15-24,PC_EMP,NO	2 	2 	2 	2 	2 	1 	2 
TOTAL,F,Y15-24,PC_EMP,PL	2 	2 	2 	3 	3 	3 	3 
TOTAL,F,Y15-24,PC_EMP,PT	6 	6 	7 	6 	7 	7 	7 
TOTAL,F,Y15-24,PC_EMP,RO	: 	: 	: 	: 	1 	1 	1 
TOTAL,F,Y15-24,PC_EMP,SE	3 	3 	3 	4 	4 	4 	4 
TOTAL,F,Y15-24,PC_EMP,SI	4 	4 	4 	4 	5 	4 	4 
TOTAL,F,Y15-24,PC_EMP,SK	2 	2 	1 	2 	2 	2 	1 
TOTAL,F,Y15-24,PC_EMP,TR	6 	6 	6 	5 	4 	4 	4 
TOTAL,F,Y15-24,PC_EMP,UK	1 	1 	1 	1 	1 	2 	2 
TOTAL,F,Y15-74,PC_EMP,AT	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,BG	0 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,CH	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,CY	2 	2 	3 	3 	3 	2 	2 
TOTAL,F,Y15-74,PC_EMP,CZ	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,DK	1 	1 	2 	2 	2 	2 	2 
TOTAL,F,Y15-74,PC_EMP,EE	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,EL	1 	2 	1 	1 	2 	2 	2 
TOTAL,F,Y15-74,PC_EMP,ES	3 	4 	4 	4 	4 	4 	4 
TOTAL,F,Y15-74,PC_EMP,FI	2 	2 	2 	2 	1 	2 	1 
TOTAL,F,Y15-74,PC_EMP,FR	2 	2 	2 	2 	2 	2 	2 
TOTAL,F,Y15-74,PC_EMP,HR	1 	2 	2 	1 	1 	2 	1 
TOTAL,F,Y15-74,PC_EMP,HU	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,IE	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,IT	2 	1 	2 	2 	2 	1 	1 
TOTAL,F,Y15-74,PC_EMP,LT	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,LV	1 	2 	1 	1 	2 	3 	2 
TOTAL,F,Y15-74,PC_EMP,MK	: 	2 	4 	3 	2 	3 	4 
TOTAL,F,Y15-74,PC_EMP,MT	: 	0 	: 	: 	1 	: 	1 
TOTAL,F,Y15-74,PC_EMP,NL	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,NO	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,PL	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,PT	2 	2 	2 	2 	3 	3 	3 
TOTAL,F,Y15-74,PC_EMP,RO	0 	: 	: 	: 	0 	0 	0 
TOTAL,F,Y15-74,PC_EMP,SE	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,SI	2 	2 	2 	2 	2 	2 	1 
TOTAL,F,Y15-74,PC_EMP,SK	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y15-74,PC_EMP,TR	3 	3 	3 	3 	2 	2 	2 
TOTAL,F,Y15-74,PC_EMP,UK	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,AT	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,BG	0 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,CH	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,CY	2 	2 	3 	2 	3 	2 	2 
TOTAL,F,Y25-54,PC_EMP,CZ	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,DK	1 	1 	2 	2 	2 	1 	2 
TOTAL,F,Y25-54,PC_EMP,EE	1 	1 	1 	1 	1 	1 	2 
TOTAL,F,Y25-54,PC_EMP,EL	1 	2 	1 	1 	2 	2 	2 
TOTAL,F,Y25-54,PC_EMP,ES	3 	4 	4 	4 	4 	4 	4 
TOTAL,F,Y25-54,PC_EMP,FI	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,FR	1 	2 	2 	1 	2 	2 	1 
TOTAL,F,Y25-54,PC_EMP,HR	1 	2 	2 	1 	1 	2 	1 
TOTAL,F,Y25-54,PC_EMP,HU	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,IE	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,IT	1 	1 	2 	2 	2 	1 	1 
TOTAL,F,Y25-54,PC_EMP,LT	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,LV	1 	2 	1 	1 	2 	3 	2 
TOTAL,F,Y25-54,PC_EMP,MK	: 	2 	4 	3 	2 	3 	4 
TOTAL,F,Y25-54,PC_EMP,MT	: 	: 	: 	: 	: 	: 	1 
TOTAL,F,Y25-54,PC_EMP,NL	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,NO	1 	1 	1 	1 	1 	1 	0 
TOTAL,F,Y25-54,PC_EMP,PL	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,PT	2 	2 	2 	2 	3 	3 	3 
TOTAL,F,Y25-54,PC_EMP,RO	0 	: 	: 	: 	0 	0 	0 
TOTAL,F,Y25-54,PC_EMP,SE	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,SI	1 	2 	2 	2 	2 	2 	1 
TOTAL,F,Y25-54,PC_EMP,SK	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y25-54,PC_EMP,TR	2 	3 	3 	3 	2 	2 	2 
TOTAL,F,Y25-54,PC_EMP,UK	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,AT	0 	1 	1 	1 	0 	0 	1 
TOTAL,F,Y55-74,PC_EMP,BG	0 	1 	0 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,CH	1 	1 	1 	0 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,CY	1 	2 	1 	2 	2 	1 	1 
TOTAL,F,Y55-74,PC_EMP,CZ	0 	0 	0 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,DK	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,EE	1 	1 	: 	: 	: 	1 	: 
TOTAL,F,Y55-74,PC_EMP,EL	1 	1 	0 	1 	0 	1 	1 
TOTAL,F,Y55-74,PC_EMP,ES	2 	2 	2 	2 	2 	2 	2 
TOTAL,F,Y55-74,PC_EMP,FI	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,FR	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,HU	1 	0 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,IE	0 	1 	0 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,IT	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,LT	1 	1 	1 	1 	1 	1 	: 
TOTAL,F,Y55-74,PC_EMP,LV	1 	: 	1 	1 	1 	2 	2 
TOTAL,F,Y55-74,PC_EMP,MK	: 	1 	2 	2 	1 	1 	2 
TOTAL,F,Y55-74,PC_EMP,NL	0 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,NO	0 	0 	0 	0 	0 	0 	0 
TOTAL,F,Y55-74,PC_EMP,PL	0 	0 	0 	0 	1 	0 	1 
TOTAL,F,Y55-74,PC_EMP,PT	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,RO	: 	: 	: 	: 	0 	0 	: 
TOTAL,F,Y55-74,PC_EMP,SE	1 	1 	1 	1 	1 	1 	1 
TOTAL,F,Y55-74,PC_EMP,SI	: 	: 	: 	: 	2 	0 	1 
TOTAL,F,Y55-74,PC_EMP,SK	0 	1 	1 	1 	1 	0 	0 
TOTAL,F,Y55-74,PC_EMP,TR	0 	1 	1 	0 	0 	0 	0 
TOTAL,F,Y55-74,PC_EMP,UK	0 	1 	0 	1 	1 	0 	1 
TOTAL,M,Y15-24,PC_EMP,AT	2 	3 	2 	3 	3 	3 	3 
TOTAL,M,Y15-24,PC_EMP,BG	1 	1 	1 	1 	2 	3 	2 
TOTAL,M,Y15-24,PC_EMP,CH	3 	3 	2 	2 	2 	3 	2 
TOTAL,M,Y15-24,PC_EMP,CY	4 	6 	5 	6 	6 	5 	6 
TOTAL,M,Y15-24,PC_EMP,CZ	1 	1 	2 	2 	2 	3 	2 
TOTAL,M,Y15-24,PC_EMP,DK	3 	3 	3 	3 	3 	4 	4 
TOTAL,M,Y15-24,PC_EMP,EE	: 	5 	: 	: 	6 	5 	3 
TOTAL,M,Y15-24,PC_EMP,EL	3 	3 	3 	3 	4 	5 	4 
TOTAL,M,Y15-24,PC_EMP,ES	10 	10 	11 	11 	12 	12 	11 
TOTAL,M,Y15-24,PC_EMP,FI	4 	4 	4 	5 	4 	5 	5 
TOTAL,M,Y15-24,PC_EMP,FR	6 	6 	6 	6 	6 	6 	6 
TOTAL,M,Y15-24,PC_EMP,HR	6 	8 	4 	7 	6 	10 	: 
TOTAL,M,Y15-24,PC_EMP,HU	2 	2 	2 	3 	4 	4 	3 
TOTAL,M,Y15-24,PC_EMP,IE	3 	2 	3 	3 	2 	4 	4 
TOTAL,M,Y15-24,PC_EMP,IT	4 	5 	5 	5 	5 	6 	4 
TOTAL,M,Y15-24,PC_EMP,LT	2 	3 	2 	4 	3 	3 	2 
TOTAL,M,Y15-24,PC_EMP,LV	3 	2 	4 	4 	4 	4 	4 
TOTAL,M,Y15-24,PC_EMP,MK	: 	10 	11 	7 	8 	11 	10 
TOTAL,M,Y15-24,PC_EMP,NL	2 	2 	2 	2 	3 	3 	2 
TOTAL,M,Y15-24,PC_EMP,NO	2 	3 	2 	2 	2 	2 	2 
TOTAL,M,Y15-24,PC_EMP,PL	2 	2 	2 	3 	3 	3 	3 
TOTAL,M,Y15-24,PC_EMP,PT	5 	5 	6 	6 	5 	7 	6 
TOTAL,M,Y15-24,PC_EMP,RO	1 	1 	: 	: 	2 	1 	1 
TOTAL,M,Y15-24,PC_EMP,SE	3 	4 	4 	5 	5 	5 	5 
TOTAL,M,Y15-24,PC_EMP,SI	2 	4 	4 	6 	4 	6 	3 
TOTAL,M,Y15-24,PC_EMP,SK	2 	1 	2 	1 	2 	2 	2 
TOTAL,M,Y15-24,PC_EMP,TR	7 	7 	7 	7 	6 	6 	6 
TOTAL,M,Y15-24,PC_EMP,UK	2 	1 	2 	2 	3 	3 	3 
TOTAL,M,Y15-74,PC_EMP,AT	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y15-74,PC_EMP,BG	0 	1 	1 	1 	1 	2 	1 
TOTAL,M,Y15-74,PC_EMP,CH	2 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y15-74,PC_EMP,CY	3 	3 	3 	3 	4 	3 	3 
TOTAL,M,Y15-74,PC_EMP,CZ	0 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y15-74,PC_EMP,DK	2 	2 	2 	2 	2 	2 	3 
TOTAL,M,Y15-74,PC_EMP,EE	1 	2 	1 	1 	2 	2 	2 
TOTAL,M,Y15-74,PC_EMP,EL	1 	1 	1 	1 	2 	2 	2 
TOTAL,M,Y15-74,PC_EMP,ES	4 	4 	4 	5 	5 	5 	5 
TOTAL,M,Y15-74,PC_EMP,FI	2 	2 	2 	2 	2 	2 	2 
TOTAL,M,Y15-74,PC_EMP,FR	2 	2 	2 	2 	2 	2 	2 
TOTAL,M,Y15-74,PC_EMP,HR	2 	2 	1 	2 	1 	2 	2 
TOTAL,M,Y15-74,PC_EMP,HU	1 	1 	1 	1 	1 	2 	1 
TOTAL,M,Y15-74,PC_EMP,IE	1 	1 	1 	1 	1 	2 	2 
TOTAL,M,Y15-74,PC_EMP,IT	1 	2 	2 	2 	2 	2 	1 
TOTAL,M,Y15-74,PC_EMP,LT	1 	1 	1 	1 	1 	2 	2 
TOTAL,M,Y15-74,PC_EMP,LV	2 	2 	2 	2 	2 	3 	3 
TOTAL,M,Y15-74,PC_EMP,MK	: 	4 	6 	5 	4 	5 	5 
TOTAL,M,Y15-74,PC_EMP,MT	: 	1 	: 	: 	1 	1 	0 
TOTAL,M,Y15-74,PC_EMP,NL	1 	1 	1 	1 	2 	1 	1 
TOTAL,M,Y15-74,PC_EMP,NO	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y15-74,PC_EMP,PL	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y15-74,PC_EMP,PT	2 	2 	3 	3 	3 	4 	3 
TOTAL,M,Y15-74,PC_EMP,RO	0 	1 	: 	: 	1 	0 	1 
TOTAL,M,Y15-74,PC_EMP,SE	1 	1 	2 	2 	2 	2 	2 
TOTAL,M,Y15-74,PC_EMP,SI	1 	2 	2 	2 	2 	2 	2 
TOTAL,M,Y15-74,PC_EMP,SK	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y15-74,PC_EMP,TR	4 	4 	4 	4 	4 	4 	4 
TOTAL,M,Y15-74,PC_EMP,UK	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y25-54,PC_EMP,AT	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y25-54,PC_EMP,BG	0 	1 	1 	1 	1 	2 	1 
TOTAL,M,Y25-54,PC_EMP,CH	2 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y25-54,PC_EMP,CY	3 	3 	3 	3 	4 	3 	3 
TOTAL,M,Y25-54,PC_EMP,CZ	0 	0 	1 	1 	1 	1 	1 
TOTAL,M,Y25-54,PC_EMP,DK	2 	1 	2 	2 	2 	2 	3 
TOTAL,M,Y25-54,PC_EMP,EE	1 	2 	2 	1 	2 	2 	2 
TOTAL,M,Y25-54,PC_EMP,EL	1 	1 	1 	2 	2 	3 	2 
TOTAL,M,Y25-54,PC_EMP,ES	4 	4 	4 	5 	5 	6 	5 
TOTAL,M,Y25-54,PC_EMP,FI	2 	2 	2 	2 	2 	2 	2 
TOTAL,M,Y25-54,PC_EMP,FR	2 	2 	2 	2 	2 	2 	2 
TOTAL,M,Y25-54,PC_EMP,HR	1 	2 	1 	1 	1 	2 	2 
TOTAL,M,Y25-54,PC_EMP,HU	1 	1 	1 	1 	1 	2 	1 
TOTAL,M,Y25-54,PC_EMP,IE	1 	1 	1 	2 	1 	2 	2 
TOTAL,M,Y25-54,PC_EMP,IT	1 	2 	2 	2 	2 	2 	1 
TOTAL,M,Y25-54,PC_EMP,LT	1 	1 	1 	1 	1 	2 	2 
TOTAL,M,Y25-54,PC_EMP,LV	2 	2 	2 	2 	2 	3 	3 
TOTAL,M,Y25-54,PC_EMP,MK	: 	3 	6 	5 	4 	5 	5 
TOTAL,M,Y25-54,PC_EMP,MT	: 	1 	: 	: 	1 	0 	0 
TOTAL,M,Y25-54,PC_EMP,NL	1 	1 	1 	1 	2 	1 	1 
TOTAL,M,Y25-54,PC_EMP,NO	1 	2 	1 	1 	1 	1 	1 
TOTAL,M,Y25-54,PC_EMP,PL	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y25-54,PC_EMP,PT	2 	2 	3 	3 	3 	4 	3 
TOTAL,M,Y25-54,PC_EMP,RO	0 	1 	: 	: 	1 	0 	1 
TOTAL,M,Y25-54,PC_EMP,SE	1 	1 	2 	2 	2 	2 	1 
TOTAL,M,Y25-54,PC_EMP,SI	1 	1 	2 	2 	2 	2 	2 
TOTAL,M,Y25-54,PC_EMP,SK	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y25-54,PC_EMP,TR	4 	4 	4 	4 	3 	3 	4 
TOTAL,M,Y25-54,PC_EMP,UK	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,AT	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,BG	0 	1 	0 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,CH	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,CY	2 	1 	2 	2 	2 	1 	1 
TOTAL,M,Y55-74,PC_EMP,CZ	0 	0 	0 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,DK	1 	1 	1 	1 	2 	1 	1 
TOTAL,M,Y55-74,PC_EMP,EE	1 	3 	: 	: 	2 	: 	: 
TOTAL,M,Y55-74,PC_EMP,EL	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,ES	2 	2 	2 	2 	3 	3 	2 
TOTAL,M,Y55-74,PC_EMP,FI	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,FR	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,HR	1 	1 	: 	: 	1 	: 	: 
TOTAL,M,Y55-74,PC_EMP,HU	0 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,IE	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,IT	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,LT	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,LV	3 	1 	1 	2 	2 	2 	2 
TOTAL,M,Y55-74,PC_EMP,MK	: 	2 	4 	4 	3 	3 	3 
TOTAL,M,Y55-74,PC_EMP,MT	: 	: 	: 	: 	1 	: 	: 
TOTAL,M,Y55-74,PC_EMP,NL	0 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,NO	0 	1 	0 	0 	0 	0 	0 
TOTAL,M,Y55-74,PC_EMP,PL	0 	0 	0 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,PT	1 	1 	1 	2 	2 	2 	2 
TOTAL,M,Y55-74,PC_EMP,RO	0 	0 	: 	: 	0 	0 	0 
TOTAL,M,Y55-74,PC_EMP,SE	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,SI	1 	1 	1 	1 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,SK	1 	1 	1 	1 	1 	1 	0 
TOTAL,M,Y55-74,PC_EMP,TR	2 	2 	2 	2 	1 	1 	1 
TOTAL,M,Y55-74,PC_EMP,UK	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-24,PC_EMP,AT	2 	2 	2 	3 	3 	2 	3 
TOTAL,T,Y15-24,PC_EMP,BG	1 	1 	1 	1 	2 	2 	2 
TOTAL,T,Y15-24,PC_EMP,CH	3 	2 	2 	3 	2 	3 	2 
TOTAL,T,Y15-24,PC_EMP,CY	4 	5 	7 	6 	6 	4 	5 
TOTAL,T,Y15-24,PC_EMP,CZ	1 	1 	2 	2 	2 	2 	2 
TOTAL,T,Y15-24,PC_EMP,DK	3 	3 	3 	3 	3 	3 	4 
TOTAL,T,Y15-24,PC_EMP,EE	2 	3 	2 	2 	4 	4 	2 
TOTAL,T,Y15-24,PC_EMP,EL	3 	3 	3 	3 	4 	5 	5 
TOTAL,T,Y15-24,PC_EMP,ES	9 	10 	10 	11 	11 	12 	10 
TOTAL,T,Y15-24,PC_EMP,FI	4 	4 	4 	5 	4 	4 	4 
TOTAL,T,Y15-24,PC_EMP,FR	5 	6 	6 	6 	6 	6 	6 
TOTAL,T,Y15-24,PC_EMP,HR	5 	9 	5 	6 	5 	9 	2 
TOTAL,T,Y15-24,PC_EMP,HU	2 	1 	2 	2 	3 	3 	3 
TOTAL,T,Y15-24,PC_EMP,IE	2 	2 	2 	3 	3 	3 	3 
TOTAL,T,Y15-24,PC_EMP,IT	4 	5 	5 	5 	5 	5 	4 
TOTAL,T,Y15-24,PC_EMP,LT	1 	2 	2 	3 	2 	3 	2 
TOTAL,T,Y15-24,PC_EMP,LV	3 	2 	3 	4 	3 	5 	4 
TOTAL,T,Y15-24,PC_EMP,MK	: 	9 	9 	7 	6 	10 	8 
TOTAL,T,Y15-24,PC_EMP,MT	: 	1 	: 	: 	1 	2 	1 
TOTAL,T,Y15-24,PC_EMP,NL	2 	2 	2 	2 	3 	3 	2 
TOTAL,T,Y15-24,PC_EMP,NO	2 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y15-24,PC_EMP,PL	2 	2 	2 	3 	3 	3 	3 
TOTAL,T,Y15-24,PC_EMP,PT	5 	5 	6 	6 	6 	7 	6 
TOTAL,T,Y15-24,PC_EMP,RO	1 	1 	: 	: 	1 	1 	1 
TOTAL,T,Y15-24,PC_EMP,SE	3 	3 	4 	5 	4 	5 	4 
TOTAL,T,Y15-24,PC_EMP,SI	3 	4 	4 	5 	4 	5 	4 
TOTAL,T,Y15-24,PC_EMP,SK	2 	2 	2 	1 	2 	2 	2 
TOTAL,T,Y15-24,PC_EMP,TR	7 	6 	7 	6 	5 	5 	6 
TOTAL,T,Y15-24,PC_EMP,UK	1 	1 	2 	2 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,AT	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,BG	0 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,CH	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,CY	2 	2 	3 	3 	3 	3 	2 
TOTAL,T,Y15-74,PC_EMP,CZ	0 	0 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,DK	2 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,EE	1 	2 	1 	1 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,EL	1 	1 	1 	1 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,ES	4 	4 	4 	4 	5 	5 	5 
TOTAL,T,Y15-74,PC_EMP,FI	2 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,FR	2 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,HR	2 	2 	2 	2 	1 	2 	1 
TOTAL,T,Y15-74,PC_EMP,HU	1 	1 	1 	1 	1 	2 	1 
TOTAL,T,Y15-74,PC_EMP,IE	1 	1 	1 	1 	1 	2 	2 
TOTAL,T,Y15-74,PC_EMP,IT	1 	2 	2 	2 	2 	2 	1 
TOTAL,T,Y15-74,PC_EMP,LT	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,LV	2 	2 	1 	2 	2 	3 	3 
TOTAL,T,Y15-74,PC_EMP,MK	: 	3 	5 	4 	3 	4 	5 
TOTAL,T,Y15-74,PC_EMP,MT	: 	1 	: 	: 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,NL	1 	1 	1 	1 	2 	1 	1 
TOTAL,T,Y15-74,PC_EMP,NO	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,PL	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,PT	2 	2 	2 	2 	3 	3 	3 
TOTAL,T,Y15-74,PC_EMP,RO	0 	0 	: 	: 	1 	0 	1 
TOTAL,T,Y15-74,PC_EMP,SE	1 	1 	1 	2 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,SI	1 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y15-74,PC_EMP,SK	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y15-74,PC_EMP,TR	4 	4 	4 	4 	3 	3 	3 
TOTAL,T,Y15-74,PC_EMP,UK	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,AT	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,BG	0 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,CH	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,CY	2 	2 	3 	3 	3 	3 	2 
TOTAL,T,Y25-54,PC_EMP,CZ	0 	0 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,DK	1 	1 	2 	2 	2 	2 	2 
TOTAL,T,Y25-54,PC_EMP,EE	1 	2 	1 	1 	2 	1 	2 
TOTAL,T,Y25-54,PC_EMP,EL	1 	1 	1 	2 	2 	2 	2 
TOTAL,T,Y25-54,PC_EMP,ES	4 	4 	4 	4 	5 	5 	5 
TOTAL,T,Y25-54,PC_EMP,FI	2 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y25-54,PC_EMP,FR	2 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y25-54,PC_EMP,HR	1 	2 	2 	1 	1 	2 	2 
TOTAL,T,Y25-54,PC_EMP,HU	1 	1 	1 	1 	1 	2 	1 
TOTAL,T,Y25-54,PC_EMP,IE	1 	1 	1 	1 	1 	2 	2 
TOTAL,T,Y25-54,PC_EMP,IT	1 	2 	2 	2 	2 	2 	1 
TOTAL,T,Y25-54,PC_EMP,LT	1 	1 	1 	1 	1 	2 	1 
TOTAL,T,Y25-54,PC_EMP,LV	2 	2 	1 	2 	2 	3 	3 
TOTAL,T,Y25-54,PC_EMP,MK	: 	3 	5 	4 	3 	4 	5 
TOTAL,T,Y25-54,PC_EMP,MT	: 	0 	: 	: 	1 	1 	0 
TOTAL,T,Y25-54,PC_EMP,NL	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,NO	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,PL	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,PT	2 	2 	2 	3 	3 	4 	3 
TOTAL,T,Y25-54,PC_EMP,RO	0 	0 	: 	: 	1 	0 	1 
TOTAL,T,Y25-54,PC_EMP,SE	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,SI	1 	2 	2 	2 	2 	2 	2 
TOTAL,T,Y25-54,PC_EMP,SK	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y25-54,PC_EMP,TR	3 	4 	4 	3 	3 	3 	3 
TOTAL,T,Y25-54,PC_EMP,UK	1 	1 	1 	1 	1 	1 	1 
TOTAL,T,Y55-74,PC_EMP,AT	0 	1 	1 	1 	0 	1 	1 
TOTAL,T,Y55-74,PC_EMP,BG	0 	1 	0 	1 	1 	1 	1 
TOTAL,T,Y55-74,PC_EMP,CH	1 	1 	1 	0 	1 	1 	1 
TOTAL,T,Y55-74,PC_EMP,CY	1 	1 	1 	2 	2 	1 	1 
